measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,val,upper,lower
Age-Standardized Smoking Prevalence,210,Liberia,3,Both,29,15+ years,2013,0.083275229,0.089311348,0.077511554
Age-Standardized Smoking Prevalence,210,Liberia,1,Male,29,15+ years,2014,0.136952859,0.147287579,0.126809999
Age-Standardized Smoking Prevalence,210,Liberia,2,Female,29,15+ years,2014,0.026254934,0.033007064,0.02084407
Age-Standardized Smoking Prevalence,210,Liberia,3,Both,29,15+ years,2014,0.083060821,0.08922804,0.077050269
Age-Standardized Smoking Prevalence,210,Liberia,1,Male,29,15+ years,2015,0.136869275,0.147247641,0.12597313
Age-Standardized Smoking Prevalence,210,Liberia,2,Female,29,15+ years,2015,0.026245751,0.032932809,0.020729371
Age-Standardized Smoking Prevalence,210,Liberia,3,Both,29,15+ years,2015,0.083003262,0.089520204,0.076860003
Age-Standardized Smoking Prevalence,210,Liberia,1,Male,29,15+ years,2016,0.13696907,0.148174603,0.125702559
Age-Standardized Smoking Prevalence,210,Liberia,2,Female,29,15+ years,2016,0.026257688,0.032706714,0.020631299
Age-Standardized Smoking Prevalence,210,Liberia,3,Both,29,15+ years,2016,0.083020969,0.08956053,0.07675397
Age-Standardized Smoking Prevalence,210,Liberia,1,Male,29,15+ years,2017,0.137090991,0.148858344,0.125476698
Age-Standardized Smoking Prevalence,210,Liberia,2,Female,29,15+ years,2017,0.026243711,0.032981981,0.020727681
Age-Standardized Smoking Prevalence,210,Liberia,3,Both,29,15+ years,2017,0.08301256,0.089851677,0.076532605
Age-Standardized Smoking Prevalence,210,Liberia,1,Male,29,15+ years,2018,0.13707507,0.149461684,0.125194927
Age-Standardized Smoking Prevalence,210,Liberia,2,Female,29,15+ years,2018,0.025994228,0.032736549,0.020440181
Age-Standardized Smoking Prevalence,210,Liberia,3,Both,29,15+ years,2018,0.082819203,0.089947192,0.07602987
Age-Standardized Smoking Prevalence,210,Liberia,1,Male,29,15+ years,2019,0.137159889,0.150349979,0.124964556
Age-Standardized Smoking Prevalence,210,Liberia,2,Female,29,15+ years,2019,0.025721063,0.032355029,0.020280613
Age-Standardized Smoking Prevalence,210,Liberia,3,Both,29,15+ years,2019,0.082646517,0.089965151,0.075734784
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1990,0.177396053,0.195111652,0.160291051
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1990,0.01684417,0.022444417,0.012655867
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1990,0.09278445,0.101600603,0.084566469
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1991,0.180545222,0.199260868,0.163570606
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1991,0.017130846,0.022816016,0.012901401
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1991,0.094560169,0.103483336,0.086404946
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1992,0.183327225,0.201857001,0.166535093
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1992,0.017387357,0.023083955,0.01303975
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1992,0.096147108,0.104833309,0.088004999
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1993,0.186131251,0.204230117,0.169424024
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1993,0.017645268,0.023329522,0.013256246
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1993,0.097808324,0.106591907,0.089619779
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1994,0.189031696,0.207215609,0.173016138
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1994,0.017915252,0.023592563,0.013498131
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1994,0.099611083,0.108674799,0.091595054
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1995,0.192253254,0.210207547,0.176290195
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1995,0.018224501,0.023862792,0.01381975
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1995,0.101639513,0.110126871,0.09384226
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1996,0.195712078,0.21274921,0.179760491
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1996,0.018572214,0.024022781,0.014088655
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1996,0.103774549,0.111762655,0.096059684
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1997,0.199085499,0.215149695,0.183983641
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1997,0.018930294,0.024325204,0.014515912
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1997,0.105844709,0.113509288,0.098090819
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1998,0.202290289,0.217983116,0.187878332
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1998,0.019298164,0.024671651,0.014847696
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1998,0.107803568,0.115245217,0.100325892
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,1999,0.205790401,0.220974003,0.1918881
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,1999,0.019721954,0.025174038,0.015242674
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,1999,0.109913078,0.117177274,0.102901723
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2000,0.209663737,0.22407041,0.195912006
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2000,0.020207197,0.025626388,0.015815582
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2000,0.112231419,0.119513784,0.105405724
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2001,0.213509226,0.227449401,0.200360802
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2001,0.020713061,0.026017292,0.016252508
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2001,0.114506608,0.121983885,0.107703301
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2002,0.217154337,0.230279693,0.204013972
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2002,0.021227016,0.026724393,0.016767294
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2002,0.11667496,0.123907784,0.110108713
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2003,0.220513597,0.233592918,0.207682259
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2003,0.021744822,0.027266819,0.017369652
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2003,0.118682739,0.125655742,0.112155883
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2004,0.222534357,0.234846162,0.21050873
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2004,0.022085113,0.02750506,0.017685133
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2004,0.119926736,0.126468119,0.1135004
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2005,0.22433725,0.236363216,0.212772626
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2005,0.02242119,0.027857301,0.017918188
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2005,0.121041734,0.127499657,0.115020253
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2006,0.225895003,0.237589772,0.214558169
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2006,0.022751155,0.028050061,0.018047269
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2006,0.122025179,0.128396833,0.115872197
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2007,0.22640006,0.237949393,0.214929235
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2007,0.023230848,0.028580358,0.018273406
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2007,0.122569675,0.128899902,0.116474481
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2008,0.226755323,0.2378062,0.215486084
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2008,0.023644761,0.029300543,0.018573503
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2008,0.12299781,0.129235637,0.116775902
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2009,0.22665053,0.237823583,0.215642121
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2009,0.023984088,0.029799737,0.018760435
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2009,0.123144428,0.129309398,0.116693086
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2010,0.226278648,0.237405635,0.215169196
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2010,0.024257479,0.030371662,0.019065243
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2010,0.123078624,0.129274626,0.116878009
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2011,0.225642756,0.237095537,0.214251154
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2011,0.024470316,0.030907297,0.019246155
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2011,0.122816769,0.129109385,0.116591267
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2012,0.224820853,0.236397144,0.213223001
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2012,0.024624339,0.031190824,0.019254251
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2012,0.122444869,0.128959486,0.116250372
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2013,0.225456766,0.237101573,0.213278133
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2013,0.024944958,0.031712194,0.019331948
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2013,0.12290053,0.129528537,0.116597492
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2014,0.22484472,0.236833405,0.212237782
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2014,0.024873816,0.031517367,0.019122132
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2014,0.122544779,0.12952438,0.115748651
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2015,0.224560542,0.237017076,0.211011063
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2015,0.024790312,0.031666462,0.018887591
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2015,0.122347121,0.129302029,0.115392212
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2016,0.224472512,0.237579342,0.210633075
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2016,0.024709486,0.031934143,0.018723806
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2016,0.122237855,0.129490389,0.115097523
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2017,0.224438788,0.238103688,0.209955526
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2017,0.024604004,0.031867081,0.018660437
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2017,0.122149508,0.129633858,0.1145872
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2018,0.224538071,0.239358436,0.209431739
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2018,0.024483673,0.03212765,0.018432678
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2018,0.1221093,0.130102762,0.114256672
Age-Standardized Smoking Prevalence,211,Mali,1,Male,29,15+ years,2019,0.22464394,0.240685504,0.208465481
Age-Standardized Smoking Prevalence,211,Mali,2,Female,29,15+ years,2019,0.024354651,0.032163961,0.018261344
Age-Standardized Smoking Prevalence,211,Mali,3,Both,29,15+ years,2019,0.122067979,0.130390594,0.113732784
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1990,0.374642858,0.403509866,0.346042988
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1990,0.093659313,0.118527001,0.072807852
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1990,0.229789665,0.249480002,0.212858246
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1991,0.374056931,0.401718429,0.346013385
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1991,0.094350839,0.119609114,0.073616381
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1991,0.229952438,0.248925067,0.213012746
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1992,0.372213037,0.399185,0.344272604
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1992,0.094747513,0.119501616,0.074154255
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1992,0.229315318,0.247882618,0.212500086
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1993,0.369328307,0.39542967,0.341995711
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1993,0.094899912,0.118379913,0.074828983
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1993,0.228022511,0.246084141,0.211615826
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1994,0.365543947,0.391369214,0.339578101
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1994,0.094834282,0.117729917,0.075056008
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1994,0.226143685,0.243523191,0.209860961
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1995,0.361044623,0.386952939,0.336688717
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1995,0.094582478,0.117352346,0.075155251
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1995,0.223791819,0.240907718,0.207974477
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1996,0.356019408,0.381514637,0.332866791
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1996,0.094205066,0.11626968,0.075568808
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1996,0.221109194,0.237558843,0.205793139
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1997,0.350733114,0.3753931,0.328272715
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1997,0.093764491,0.115008397,0.075799482
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1997,0.21825946,0.233971333,0.2038253
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1998,0.345116178,0.368287705,0.324196986
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1998,0.09324355,0.113328505,0.075857323
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1998,0.215223972,0.230388378,0.201327819
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,1999,0.339618798,0.361255598,0.319769351
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,1999,0.092770942,0.111700364,0.075562601
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,1999,0.212217687,0.226540574,0.199379497
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2000,0.334343367,0.355551896,0.315295289
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2000,0.092372105,0.110678678,0.075839711
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2000,0.209372671,0.222906961,0.19732489
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2001,0.329226957,0.34933288,0.311149064
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2001,0.091991027,0.109646027,0.076070982
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2001,0.206623699,0.220304465,0.195318128
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2002,0.324238275,0.34349307,0.306092837
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2002,0.091542919,0.108239257,0.076966136
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2002,0.203896881,0.216839764,0.193064016
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2003,0.319764115,0.337719055,0.301521068
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2003,0.091210622,0.107403482,0.076817741
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2003,0.201509403,0.214252343,0.19038276
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2004,0.319436827,0.336778652,0.301610951
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2004,0.092936835,0.109685139,0.079004308
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2004,0.202155138,0.214442029,0.191280261
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2005,0.319686405,0.337181253,0.301565896
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2005,0.094813534,0.111629011,0.080613796
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2005,0.203190639,0.21544235,0.192512302
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2006,0.320372975,0.33887107,0.301830098
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2006,0.096799104,0.112659187,0.082371689
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2006,0.204511833,0.216839511,0.19320825
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2007,0.321249143,0.340171846,0.30235296
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2007,0.098766346,0.115531763,0.083846913
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2007,0.205923204,0.21922677,0.19412866
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2008,0.316246619,0.335525646,0.2969309
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2008,0.096883676,0.113511938,0.082000231
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2008,0.202472187,0.21606881,0.189969996
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2009,0.311916949,0.331218117,0.29190009
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2009,0.095044048,0.111644101,0.079890309
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2009,0.199411995,0.213432166,0.187077379
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2010,0.307817384,0.327683161,0.288016397
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2010,0.092988661,0.110189014,0.076846442
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2010,0.196345077,0.210217618,0.183737633
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2011,0.30400598,0.324451217,0.283592363
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2011,0.090981665,0.108413446,0.074519256
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2011,0.193455207,0.207105518,0.180605324
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2012,0.300740815,0.321586681,0.280139105
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2012,0.089070567,0.107696124,0.071835835
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2012,0.190887726,0.204694987,0.17738009
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2013,0.297995981,0.318778335,0.27597745
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2013,0.087246077,0.106443096,0.069517951
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2013,0.188608672,0.202673919,0.174741183
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2014,0.296301269,0.317693191,0.273910232
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2014,0.085918937,0.105257851,0.068491576
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2014,0.187109282,0.201504695,0.172888528
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2015,0.295148574,0.317080609,0.27243958
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2015,0.084791523,0.104129753,0.067057914
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2015,0.185967261,0.200960038,0.171533907
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2016,0.29429069,0.316928358,0.271202003
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2016,0.083749766,0.102956701,0.065722198
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2016,0.185012369,0.199903836,0.170465426
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2017,0.293606537,0.316171093,0.269733546
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2017,0.082710022,0.102128686,0.06503022
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2017,0.184139847,0.199170083,0.169673376
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2018,0.293356396,0.316861855,0.269316535
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2018,0.08180963,0.102523638,0.064135848
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2018,0.183541327,0.198683403,0.168815988
Age-Standardized Smoking Prevalence,212,Mauritania,1,Male,29,15+ years,2019,0.293407576,0.317662259,0.2683463
Age-Standardized Smoking Prevalence,212,Mauritania,2,Female,29,15+ years,2019,0.080830656,0.101477142,0.062810521
Age-Standardized Smoking Prevalence,212,Mauritania,3,Both,29,15+ years,2019,0.183054961,0.197769922,0.167959108
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1990,0.126863442,0.143044758,0.11213631
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1990,0.014081063,0.019182402,0.010593615
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1990,0.068918754,0.076869456,0.061447336
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1991,0.130457382,0.146993505,0.115633089
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1991,0.014577593,0.019945653,0.010991517
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1991,0.071042203,0.079229865,0.063410215
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1992,0.133881019,0.150292237,0.118933511
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1992,0.015076781,0.020603066,0.011354489
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1992,0.073096837,0.081549139,0.065453325
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1993,0.137120303,0.153171651,0.122308809
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1993,0.015579238,0.021000911,0.011778874
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1993,0.074982538,0.083564662,0.067492892
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1994,0.140425053,0.156208958,0.125641206
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1994,0.016112057,0.021640317,0.012194065
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1994,0.076967228,0.085340918,0.069407251
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1995,0.143669986,0.159888631,0.129209938
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1995,0.016662323,0.022328662,0.012657838
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1995,0.078954421,0.087175995,0.071313611
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1996,0.14680064,0.162888135,0.132392163
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1996,0.017231041,0.023089636,0.013052238
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1996,0.080846791,0.088926676,0.073282626
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1997,0.149685441,0.165522908,0.135474761
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1997,0.017805133,0.023526283,0.013535389
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1997,0.082624616,0.090749472,0.075076317
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1998,0.152077891,0.167307607,0.138283708
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1998,0.0183515,0.024345255,0.014003477
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1998,0.084040709,0.09210206,0.076513362
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,1999,0.154010083,0.168462677,0.140375536
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,1999,0.018865912,0.024923719,0.014491064
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,1999,0.085243749,0.093235788,0.078142008
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,2000,0.155641605,0.16974156,0.142403847
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,2000,0.019355387,0.025285258,0.015020578
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,2000,0.086318323,0.093946321,0.079324116
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,2001,0.156930898,0.170957871,0.143784973
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,2001,0.019806339,0.025635647,0.015526935
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,2001,0.087149602,0.094687669,0.080322509
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,2002,0.157155283,0.170325355,0.14501487
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,2002,0.020065126,0.026080483,0.015865179
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,2002,0.08737564,0.09455906,0.080783203
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,2003,0.156953442,0.169869506,0.145796375
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,2003,0.020255704,0.026440547,0.016021027
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,2003,0.087289707,0.094250389,0.081009269
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,2004,0.156561502,0.168868005,0.145697439
Age-Standardized Smoking Prevalence,213,Niger,2,Female,29,15+ years,2004,0.020395384,0.026495872,0.016122556
Age-Standardized Smoking Prevalence,213,Niger,3,Both,29,15+ years,2004,0.087099319,0.093741343,0.081008879
Age-Standardized Smoking Prevalence,213,Niger,1,Male,29,15+ years,2005,0.155954406,0.167243261,0.145500097
